CF (Correct Answer)	Input	Similarity value
rootmeansquarederror	[timeout]	0
sample	sample	1
2	2	0
1	1	0
range|set	rnge	0
1	1	0
count	count	1
sample	sample	1
1|one	1	0
represent|describe|sample	sample	0.662027
observations	[timeout]	-0.119301
count	observatios	0
same	same	1
variable|random	small	-0.005281313
represent|describe|sample	sample	0.662027
divided	divided	1
samples	samples	1
range|set	range	0.7634179
rootmeansquarederror	root mean squared error	0
measure|represent|describe	measure	0.7689974
range|set	range	0.7634179
expect	want	0.02285021
statistic	[timeout]	-0.02000074
population	population	1
represent|describe|sample	represent	0.5618359
units	samples	0.05665969
sum	sum	1
observations	variables	0.1386307
subject|participant|participants	subject	0.9450604
range|set	range	0.7634179
divided	divided	1
different|far|variable	different	0.6180547
population	population	1
rootmeansquarederror	root mean squared error	0
observations	samples	0.04512589
population	population	1
represents|describes|shows	represents	0.4684053
units	units	1
normal	normal	1
expect	[timeout]	0.06841187
observations	variables	0.1386307
standarddeviation	[timeout]	0
standarddeviation	[timeout]	0
symmetric	[timeout]	0.03159622
1	1	0
mean|samplemean|average	mean	0.6045831
represents|describes|shows	represents	0.4684053
variance	[timeout]	-0.03662752
1|one	1	0
observation	variable	-0.01528538
population	population	1
sample	number	0.09094838
mean	mean	1
range|set	set	0.6705973
normal	sample	-0.0742522
variability	standard deviation	-0.06004029
3	3	0
sample	sample	1
individual|single	[timeout]	-0.04643578
observations	observations	1
range|set	set	0.6705973
standarddeviation	normal	0
normal	normal	1
subject|participant|participants	subject	0.9450604
95	95	0
mean	[timeout]	-0.03138116
variability	variance	0.09235277
1|one	1	0
variance	mean	0.01016356
1	1	0
sample	sample	1
observation	number	-0.03250933
statistic	[timeout]	-0.02000074
3	3	0
sum	sum	1
population	sample	0.1951308
sample	variable	0.2575898
range|set	set	0.6705973
1	1	0
3	3	0
mean|samplemean|average	mean	0.6045831
represents|describes|shows	[timeout]	-0.07480666
individual|single	normal	0.001248968
95	92.5	0
mean	men	0.02539334
variability	standard deviation	-0.06004029
symmetric	[timeout]	0.03159622
1|one	1	0
observation	observation	1
sample	sample	1
standarddeviation	normal	0
population	population	1
variance	variability	0.09235277
observations	observations	1
different|far|variable	distant	0.05124305
expect	[timeout]	0.06841187
samplemean|mean	mean	1
3	[timeout]	0
statistic	rule	0.01337177
sum	average	0.09272732
likelihood|probability	expectation	0.0412985
equal	equal	1
same	same	1
sum	sum	1
mean	mean	1
characteristic	probability	0.1125766
normal	[timeout]	-0.007178908
mean	mean	1
count	count	1
different|far|variable	different	0.6180547
likelihood|probability	likelihood	0.4928042
sum	sum	1
sample	sample	1
normal	standard	0.02859854
different|far|variable	different	0.6180547
standarddeviation	observed	0
probability	probability	1
mean	mean	1
likelihood|probability	likelihood	0.4928042
3	3	0
sample	sample	1
sample	statistic	0.1564132
3	3	0
likelihood|probability	likelihood	0.4928042
mean	mean	1
different|far|variable	different	0.6180547
probability	likelihood	0.01039694
likelihood|probability	likelihood	0.4928042
range|set	range	0.7634179
95	99.7	0
68	95	0
68	68	0
squared	average	0.09729064
describes|is|represents	is	0.3004219
squared	squared	1
squared	squared	1
range|set	range	0.7634179
68	68	0
68	68	0
sample	statistic	0.1564132
3	3	0
likelihood|probability	likelihood	0.4928042
range|set	range	0.7634179
variable|random	random	0.5839639
variable|random	random	0.5839639
68	68	0
3	3	0
squareroot	square root	0
68	68	0
characteristic	characteristic	1
95	95	0
68	68	0
range|set	range	0.7634179
sample	sample	1
likelihood|probability	likelihood	0.4928042
68	68	0
3	3	0
2	2	0
multiple|many	[timeout]	0.05981871
sum	sum	1
observations	samples	0.04512589
likelihood|probability	likelihood	0.4928042
variance	sample	0.2941584
sample	sample	1
variability	distribution	0.01659191
symmetric	[timeout]	0.03159622
characteristic	characteristic	1
observation	observation	1
involves|uses|includes|observes	involves	0.6161347
68	68	0
standarddeviation	observed	0
statistic	probability	0.1360118
99.7	99.7	0
squared	observed	0.04451312
represent|describe|sample	represent	0.5618359
standarddeviation	variability	0
population	population	1
likelihood|probability	likelihood	0.4928042
68	68	0
variability	distribution	0.01659191
squared	squared	1
sum	sum	1
participated	participate	0.2836498
sample	sample	1
observations	observations	1
standarddeviation	variability	0
standarddeviation	standard deviation	0
symmetric	symmetric	1
normal	normal	1
probability|likelihood|chance	likelihood	0.3508941
99.7	99.7	0
statistic	probability	0.1360118
characteristic	characteristic	1
variability	standard deviation	-0.06004029
sum	sum	1
density	density	1
normal	normal	1
involves|uses|includes|observes	involves	0.6161347
sample	sample	1
observations	observations	1
multiple|many	multilple	0
characteristic	characteristic	1
68	68	0
likelihood|probability	likelihood	0.4928042
samples	samples	1
symmetric	symmetric	1
99.7	99.7	0
rootmeansquarederror	distribution	0
squared	observed	0.04451312
standarddeviation	standard deviation	0
statistic	statistic	1
statistic		NA
standarddeviation	[timeout]	0
statistic	unit	0.03421596
samplemean|mean	estimate	0.06794456
1|one	[timeout]	0.00668314
participated	participate	0.2836498
equal	[timeout]	-0.001709098
probability|likelihood|chance		NA
participated	participate	0.2836498
samplemean|mean		NA
3	1	0
standarddeviation	[timeout]	0
symmetric	equal	0.05834246
1|one	[timeout]	0.00668314
standarddeviation	standard deviation	0
observations		NA
variability	[timeout]	-0.1216482
observations	observations	1
variance	variable	0.3099827
standarddeviation		NA
involves|uses|includes|observes	uses	0.6675121
standarderror	[timeout]	0
probability|likelihood|chance	prediction	0.1461412
multiple|many	mutltiple	0
samplemean|mean		NA
individual|single	individual	0.8333944
normal	[timeout]	-0.007178908
statistic	statistic	1
subject|participant|participants	subject	0.9450604
samplemean|mean	sample mean	0.6834998
standarddeviation	[timeout]	0
statistic	statistic	1
1|one	1	0
standarddeviation	standard deviation	0
normal	[timeout]	-0.007178908
variability		NA
normal	normal	1
subject|participant|participants	subject	0.9450604
standarddeviation	standard	0
variability	variability	1
mean|samplemean|average	statistic	0.1565068
normal	normal	1
samplemean|mean	mean	1
normal	normal	1
subject|participant|participants	subject	0.9450604
standarddeviation	standard deviation	0
normal	normal	1
normal		NA
variability	variability	1
normal	normal	1
involves|uses|includes|observes	uses	0.6675121
units	unit	0.6995343
normal	normal	1
samplemean|mean	standard deviation	0.1056104
variance	statisitc	0
statistic	statistic	1
samplemean|mean	sample mean	0.6834998
variability	variability	1
normal	normal	1
mean|samplemean|average	mean	0.6045831
normal	normal	1
standarddeviation	standard deviation	0
variance	statistic	0.2755168
normal	normal	1
normal	normal	1
distribution	mena	0
difference	error	-0.03959871
range	range	1
observation	value	-0.04629001
standarderror	standard error	0
statistic		NA
samplemean|mean	sample mean	0.6834998
normal	standard error	0.1312846
mean|samplemean|average	sample mean	0.5259531
standarddeviation	standard deviatino	0
same	equal	0.2438991
normal		NA
variable|random	different	0.0874528
characteristic	observation	0.0789936
involves|uses|includes|observes	uses	0.6675121
mean	[timeout]	-0.03138116
variance	mean	0.01016356
68	67	0
different|far|variable	different	0.6180547
measure|represent|describe	study	0.1046147
mean|samplemean|average	sample mean	0.5259531
normal	normal	1
variability	mean	0.01187339
characteristic	variance	-0.0498721
normal	normal	1
population		NA
individual|single	multiple	0.07294563
distribution		NA
standarddeviation	standard devitation	0
range|set	rane	0
difference		NA
involves|uses|includes|observes	uses	0.6675121
normal	normal	1
variance	variances	0.2973804
samplemean|mean	sample mean	0.6834998
probability|likelihood|chance	probability	0.6468432
involves|uses|includes|observes	uses	0.6675121
normal	normal	1
measure|represent|describe	measure	0.7689974
normal	normal	1
mean	mean	1
mean|samplemean|average	sample mean	0.5259531
variability		NA
represent|describe|sample	[timeout]	-0.02292833
difference	difference	1
distribution	statistic	0.05095213
variance	variance	1
standarddeviation	sample mean	0
standarderror	sample mean	0
range	range	1
normal	normal	1
characteristic		NA
samplemean|mean	sample mean	0.6834998
variance	[timeout]	-0.03662752
normal	best fit line	-0.015318
likelihood|probability	variance	-0.05099383
same	[timeout]	-0.04236013
95	[timeout]	0
population	[timeout]	-0.03986163
range|set	[timeout]	-0.02050513
observation	[timeout]	-0.1081844
3	-3 3	0
observations	population	0.04064432
normal	normal	1
observations	population	0.04064432
variance	variability	0.09235277
variability	variance	0.09235277
population	[timeout]	-0.03986163
observation	point	-0.02430003
statistic	population	0.1401468
normal	normal	1
range|set	range	0.7634179
observation	observation	1
2	[timeout]	0
observation	observation	1
measure|represent|describe	plot	0.08317
equal	equal	1
observation	observation	1
range|set	range	0.7634179
variance	variance	1
likelihood|probability	likliehood	0
range	range	1
statistic	statistic	1
variance	variance	1
likelihood|probability	likelihood	0.4928042
equal	equal	1
standarddeviation	normal	0
samplemean|mean	standard deviation	0.1056104
standarddeviation	standard deviation	0
samplemean|mean	sample mean	0.6834998
involves|uses|includes|observes	contains	0.02357036
normal	sample mean	-0.1415357
normal	normal	1
variance	variance	1
standarddeviation	standard deviation	0
samplemean|mean	normal	-0.1335391
statistic	statisticf	0
range|set	range	0.7634179
standarddeviation	sample mean	0
samplemean|mean	sample mean	0.6834998
standarddeviation	normal	0
normal	normal	1
mean|samplemean|average	sample mean	0.5259531
standarddeviation	sample mean	0
standarddeviation	standard deviation	0
involves|uses|includes|observes	involves	0.6161347
standarddeviation	standard deviation	0
mean|samplemean|average	sample mean	0.5259531
likelihood|probability	range	0.0691823
probability	range	0.04256324
normal	normal	1
standarddeviation	standard deviation	0
range|set	range	0.7634179
variance	variance	1
statistic	statistic	1
standarddeviation	standard deviation	0
samplemean|mean	sample mean	0.6834998
involves|uses|includes|observes	involves	0.6161347
density	range	0.02520213
normal	normal	1
1|one	square	0.03581003
standarddeviation	standard deviation	0
variance	variance	1
range	range	1
normal	normal	1
variability	variability	1
likelihood|probability	likelihood	0.4928042
standarddeviation	probability	0
samples	samples	1
1	2	0
characteristic	portion	0.02210783
divided	dividing	0.2106339
observations	statistics	0.1044004
rootmeansquarederror	normal	0
68	equal	0
samplemean|mean	sample mean	0.6834998
samples	samples	1
divided	divided	1
normal	normal	1
normal	normal	1
95	68	0
measure|represent|describe	report	0.04906132
likelihood|probability	likelihood	0.4928042
standarddeviation	standard deviation	0
variability	variance	0.09235277
variance	variance	1
variance	probability	0.02452822
1|one	1	0
density	range	0.02520213
sample	sample	1
involves|uses|includes|observes	involves	0.6161347
observations	observations	1
variability	variability	1
1|one	1	0
samplemean|mean	sample mean	0.6834998
normal	normal	1
standarddeviation	standard deviation	0
observations	observations	1
normal	normal	1
observations	density	-0.03418263
divided	divided	1
variance	variance	1
standarddeviation	standard deviation	0
involves|uses|includes|observes	involves	0.6161347
variance	variance	1
density	density	1
sample	sample	1
samples	samples	1
2	2	0
range	range	1
variance	[timeout]	-0.03662752
multiple|many		NA
samples	answers	0.06371588
samplemean|mean	mean	1
variance	variance	1
samplemean|mean	mean	1
multiple|many	multiple	0.8556041
normal	sample	-0.0742522
variance	variance	1
samples	samples	1
samplemean|mean	mean	1
statistic	sample	0.1564132
samplemean|mean	mean	1
mean|samplemean|average	[timeout]	-0.01016386
variability	variance	0.09235277
standarddeviation	variance	0
normal	normal	1
samplemean|mean	mean	1
samples	samples	1
samplemean|mean	mean	1
standarddeviation	[timeout]	0
standarddeviation	standard deviatoin	0
samples	samples	1
standarddeviation	standard deviation	0
samplemean|mean	mean	1
variance	[timeout]	-0.03662752
standarddeviation	standard deviation	0
standarddeviation	variability	0
samplemean|mean	mean	1
observations	samples	0.04512589
variance	variance	1
variance	standard deviation	0.04290871
probability|likelihood|chance	variance	-0.04950244
normal	normal	1
observation	sample	0.07037972
standarderror	[timeout]	0
variance	variance	1
density	range	0.02520213
2	10 1	0
variability		NA
standarddeviation	standard deviation	0
standarddeviation		NA
probability|likelihood|chance	probability	0.6468432
density	density	1
probability|likelihood|chance	probablilty	0
variance	mean	0.01016356
variance	variance	1
describes|is|represents	variance	0.1397778
standarddeviation	variability	0
describes|is|represents	describes	0.7441715
distribution	statistic	0.05095213
2	2	0
observations	samples	0.04512589
standarderror	variane	0
probability|likelihood|chance	probability	0.6468432
observation	observation	1
95	[timeout]	0
variance	variance	1
range|set	range	0.7634179
measure|represent|describe	make	0.07496423
sample	observation	0.07037972
describes|is|represents	describes	0.7441715
